year,temp_anomaly
2017,-8.359615384615388
2017,-19.09961538461539
2018,-21.229615384615393
2018,-17.87961538461539
2018,-10.659615384615392
2018,-4.379615384615391
2018,12.11038461538461
2018,18.140384615384612
2018,22.040384615384617
2018,20.100384615384606
2018,14.120384615384616
2018,0.3203846153846115
2018,-13.379615384615391
2018,-17.87961538461539
2019,-20.829615384615387
2019,-21.54961538461539
2019,-13.109615384615388
2019,-0.5596153846153911
2019,6.100384615384613
2019,15.310384615384613
2019,21.200384615384614
2019,20.33038461538461
2019,15.020384615384607
2019,-1.3596153846153882
2019,-12.299615384615386
2019,-16.95961538461539
2020,-17.859615384615388
2020,-17.229615384615393
2020,-7.309615384615391
2020,-2.52961538461539
2020,7.500384615384611
2020,16.880384615384607
2020,22.240384615384606
2020,21.290384615384617
2020,12.500384615384611
2020,0.8903846153846118
2020,-7.079615384615387
2020,-17.67961538461539
2021,-18.799615384615386
2021,-22.77961538461539
2021,-7.869615384615386
2021,-1.539615384615388
2021,6.940384615384609
2021,19.180384615384604
2021,22.010384615384616
2021,20.570384615384604
2021,14.390384615384612
2021,3.5603846153846135
2021,-8.319615384615389
2021,-14.049615384615386
2022,-22.219615384615388
2022,-19.729615384615393
2022,-9.309615384615391
2022,-2.7196153846153877
2022,8.530384615384612
2022,17.400384615384617
2022,23.00038461538461
2022,21.200384615384614
2022,14.630384615384607
2022,1.7903846153846104
2022,-12.429615384615389
2022,-20.269615384615392
2023,-18.30961538461539
2023,-17.049615384615386
2023,-12.859615384615388
2023,-2.1096153846153882
2023,8.980384615384608
2023,15.600384615384606
2023,22.260384615384616
2023,20.960384615384605
2023,14.36038461538461
2023,2.6403846153846118
2023,-9.16961538461539
2023,-13.629615384615391
